Abstract,Label
"Immunosuppressive M2 macrophages in the tumor microenvironment (TME) limit the efficacy of immune checkpoint inhibitors (ICIs), with only ∼20% of lung adenocarcinoma (LUAD) patients benefiting from ICI monotherapy. Targeting macrophage polarization represents a promising strategy to reprogram the TME and enhance antitumor immunity. Integrated bioinformatics analysis of TCGA and GEO datasets elucidated the role of IQGAP3 in LUAD progression. A tissue microarray was utilized to compare IQGAP3 expression between tumor and adjacent normal tissues and to evaluate the infiltration relationship between IQGAP3⁺ macrophages and CD8 + T cells. Conditioned medium (CM) from IQGAP3-knockdown macrophage was applied to evaluate its impact on LUAD cell malignancy. Subcutaneous xenograft models tested the impact of IQGAP3 targeting on tumor growth and anti-PD-1 synergy. IQGAP3 was upregulated in LUAD and correlated with poor survival and reduced ICI benefit. IQGAP3⁺ macrophage infiltration inversely correlated with CD8 + T-cell abundance. CM from macrophage with IQGAP3 knockdown resulted in reduced proliferation, migration and invasion of LUAD cells. In macrophage-cancer cell and macrophage-CD8 + T cell coculture systems, IQGAP3 suppression enhanced macrophage phagocytosis and promoted T cell activation. Mechanistically, IQGAP3 regulates macrophage polarization through binding and sequestering IGF2BP2 at the cell periphery, thereby limiting IGF2BP2-mediated stabilization of FYN mRNA. This reduction in FYN expression led to decreased STAT1 phosphorylation. Targeting IQGAP3 reprogrammed TAMs toward an antitumor phenotype, suppressed tumor growth, and synergized with anti-PD-1 therapy. IQGAP3 drives immunosuppressive macrophage polarization in LUAD. Its inhibition represents a novel strategy to improve immunotherapy response.",bioinformatics
"Ischemia-reperfusion injury (IRI) is one of the pathogenic factors of acute kidney injury (AKI). Anostosis, including apoptosis, proptosis, necroptosis, along with ferroptosis and autophagy, is involved in IRI. Based on bioinformatics analysis, we aimed to explore the effect of Ubiquitin Conjugating Enzyme E2 C/Pituitary Tumor-Transforming Gene 1 on renal IRI in the present study. The IRI model in vitro and in vivo was established; correlation of UBE2C with PTTG1, including ubiquitination through down and over-expression of UBE2C/PTTG1 construction in IRI-induced AKI was investigated. Our results indicated that IRI-induced increasing UBE2C/PTTG1 expression at 3 days reperfusion and decreased gradually at 7 days to 14 days after ischemia. Down expression of UBE2C/PTTG1 promoted apoptosis and ferroptosis while suppressing autophagy in the IRI-induced kidney. The effect of UBE2C may be reversed by intervention on PTTG1 expression, and UBE2C regulated PTTG1 expression by affecting its ubiquitination. Our results suggested that UBE2C might promote PTTG1 expression by enhancing its stability through decreasing ubiquitination to inhibit Panopolis and ferroptosis while facilitating autophagy to protect the kidney from IR-induced AKI.",bioinformatics
"Lung cancer (LC) frequently coexists with cardiometabolic diseases (CMDs), complicating clinical management, but their shared genetic architecture remains largely unknown. Here, we analyzed genome-wide association study (GWAS) statistics for LC and 36 cardiometabolic traits and diseases (CMTs) to determine genetic correlations and shared biological pathways. We further explored underlying mechanisms through the analysis of bulk and single-cell RNA sequencing data and identified potential therapeutic candidates using drug-gene interaction databases. Significant genetic associations were revealed between LC and 16 CMTs, including subarachnoid hemorrhage, peripheral arterial disease, heart failure, and physiological traits (Padj <0.05). The shared genes were identified as enriched in lipid and cholesterol metabolism. Notably, monocyte-derived macrophages (mo-Macs) in lung adenocarcinoma exhibited M2-like polarization under high cholesterol metabolism and rosuvastatin and lovastatin were identified as potential drugs for LC-CMD comorbidities. Our findings demonstrate a role for cholesterol metabolism in LC-CMD comorbidities, offering insights into the underlying mechanisms and potential therapeutic strategies.",bioinformatics
"We developed siRMSD, a predictive parameter for off-target effects induced by chemical modifications, to optimize siRNA therapeutics. In RNA interference, small interfering RNA (siRNA) suppresses gene function by degrading mRNA with perfect sequence complementarity, providing therapeutic potential through the targeted inhibition of disease-related genes. However, off-target effects on unintended mRNAs pose a significant challenge to clinical application. While chemical modifications improve nuclease stability and reduce off-target effects, the underlying mechanisms remain unclear. Here, we show that structural distortions caused by chemical modifications determine off-target effects. Modifications, including 2'-O-methoxyethyl, 2'-O-methyl, and 2'-formamido, at positions 2-5 disrupted the A-form RNA duplex on argonaute 2, preventing stable binding to target mRNA. In contrast, modifications at positions 6-8 had minimal impact on off-target effect resulting from changes in thermodynamic stability.",bioinformatics
"The clinical importance of non-malaria febrile acute illness (NM-AFI) in patients with a negative parasitological test has become apparent, with the progressive reduction in malaria transmission in endemic regions. Bacterial pathogens, for example",bioinformatics
"Yunnan Province, a critical southwestern Chinese border region and gateway to Southeast Asia, faces a complex human immunodeficiency virus (HIV)/hepatitis C virus (HCV) co-infection epidemic. Molecular data on HCV Core domain I in persons living with HIV and HCV (PLWHH) remain scarce here. This study addresses this gap by analyzing prevalent HCV strains, identifying amino acid mutations, and predicting immune epitopes and structural motifs to inform clinical and vaccine strategies. The serum samples from 128 PLWHH, which were collected across 14 cities in Yunnan Province between January 2019 and September 2021, were analyzed. RNA was extracted from these samples, and complementary DNA was subsequently synthesized. PCR amplification of the HCV Core domain I was performed using genotype-specific primers, followed by sequencing. Bioinformatics tools were used for phylogenetic analysis, amino acid mutation analysis, and the prediction of B-cell and T-cell epitopes, as well as N-glycosylation sites. In addition, secondary and tertiary structure modeling was carried out. HCV genotypes included 1a (",bioinformatics
"Label free quantitative (LFQ) proteomics is growing in popularity and becoming increasingly more accessible to researchers, empowering them to compare proteome-wide changes between different treatment conditions. However, it remains difficult to leverage the full potential of LFQ data when the researcher has limited experience in proteomics and/or bioinformatics due to the complexity of data analysis. Here, we present MetaboMiNR, an easy-to-use web application for the analysis of LFQ data with a focus on metabolism and nuclear receptors. MetaboMiNR guides users through an intuitive process with clear instructions and minimal user input to conduct statistical analysis and produce publication ready plots. Users may input a MaxQuant generated output file and perform standard global analysis and data quality control with the click of a button. The application offers 3 additional unique features: 1) Metabolism Miner extracts a user selected Reactome pathway from the dataset, 2) Nuclear Receptor Miner extracts the target genes of a user-selected nuclear receptor, and 3) Individual Plotter produces publication-ready bar plots for a selected protein. The utility of this application was demonstrated by analyzing a previously published dataset from mice treated with LDT409, a synthetic PPAR agonist. MetaboMiNR can be accessed freely at https://cumminslab.shinyapps.io/MetaboMiNR/.",bioinformatics
"Basic helix-loop-helix (bHLH) is one of the largest families of transcription factors in plants, animals, and microorganisms and plays important complex physiological role in plant growth and development, metabolic regulation, and environmental stress. With the development of bioinformatics, bHLH transcription factor families have been continuously identified and analyzed, but the bHLH family in Using whole-genome sequencing data from Bioinformatics analysis of the gene structure, evolutionary relationship, and expression pattern of the The online version contains supplementary material available at 10.1186/s12870-025-07759-1.",bioinformatics
"Idiopathic inflammatory myositis (IIM), comprising polymyositis (PM) and dermatomyositis (DM), is a collective term for immune-mediated diseases characterized by skeletal muscle inflammation. Emerging evidence points to an increased incidence of epilepsy in patients with PM/DM. However, the causality and underlying mechanisms behind this association are unclear. Our study aimed to explore the potential causal link between PM/DM and epilepsy, with a focus on immune-mediated mechanisms, using Mendelian randomization (MR) and transcriptome analyses. Initially, summary data from genome-wide association studies (GWAS) related to polymyositis (PM; finn-b-M13_POLYMYO), dermatomyositis (DM; finn-b-DERMATOPOLY_FG), and epilepsy (ebi-a-GCST90018840) were obtained from the Integrative Epidemiology Unit Open GWAS database. These data were utilized for Mendelian randomization (MR) analysis and generalized summary data based Mendelian randomization (GSMR). To ensure the robustness of the findings, sensitivity analyses were conducted to corroborate the results of the MR analyses. Subsequently, the study leveraged publicly accessible databases and bioinformatics tools to conduct comprehensive analyses of gene expression data. This included differential expression analysis, immune infiltration analysis, and gene enrichment analysis. Differentially expressed SNP-related genes (DE-SRGs) were further analyzed using single-cell transcriptomics. Finally, the expression of four key genes (IER3, TNF, GPANK1, and ATF6B) in the hippocampus of epilepsy mouse model was quantified using PCR. The MR analysis disclosed a causal association between PM and epilepsy, whereas the reverse MR analysis did not identify a significant causal effect of epilepsy on PM. However, there was no association between DM and epilepsy of MR analysis. The Transcriptome analysis not only identified DE-SRGs but also revealed distinct immune cell infiltration patterns in epilepsy patients. Specifically, we observed SRGs are mainly expressed in endothelial cells, microglia, and T cells, indicative of a proinflammatory state. Furthermore, the gene set variation analysis (GSVA) highlighted the differential activation of pathways in these cell types, including inflammatory response and allograft rejection, which were significantly upregulated. PCR results show the expression of IER3, TNF, GPANK1, and ATF6B in hippocampus of epilepsy model largely consistent with bioinformatics predictions. The study reveals a causal association between PM and epilepsy, with no significant impact of epilepsy on PM. There is no causal association between DM and epilepsy. The absence of a DM-epilepsy link may reflect fundamental differences in immunopathology: while PM is driven by T cell-mediated muscle invasion, DM involves predominant humoral immunity and complement deposition, suggesting distinct neuroinflammatory implications. Our findings establish immune-mediated neuroinflammation as the central mechanistic link between PM and epileptogenesis. These findings implicate shared immunopathogenic mechanisms and suggest therapeutic targets for epilepsy associated with polymyositis.",bioinformatics
"The increasing incidence and mortality of thyroid cancer (THCA) exacerbates the global cancer burden. Glutamine metabolism is a hallmark metabolic feature of tumors, but its impact on the pathogenesis and progression of THCA remains unclear. Studies retrieved THCA data from TCGA and GEO databases. Cluster analysis, differential expression analysis, and weighted gene co-expression network analysis were used to identify key glutamine metabolism-related genes (GMRGs) in THCA. Identification of key genes through protein-protein interaction network construction, based on expression and diagnosis of internal and external datasets. Their functional role was systematically evaluated by competitive endogenous RNA network analysis, genomic alteration analysis, immune-related studies, and immune checkpoint analysis. Using GMRGs and differentially expressed genes in THCA, 6 markers (NOS2, OTC, NOS1, GLS2, UCP2, RIMKLA) were selected as references for THCA clustering. Differential analysis combined with weighted gene co-expression network analysis identified 173 GMRGs in THCA. The CytoHubba algorithm in the protein-protein interaction network identified 4 hub genes: MUC1, KIT, COMP, and MMP7. Subsequent validation showed a significant decrease in the expression of KIT in tumor samples (P < .05). Receiver operating characteristic curve (ROC) analysis showed excellent diagnostic performance with area under the curve values of 0.925, 0.945, 0.965, and 0.996 in the internal and external validation cohorts. Notably, KIT expression showed a significant difference between T and N phases (P < .05). In addition, we delineate a regulatory network of competitive endogenous RNAs that control KIT expression. Genomic alteration analysis reveals frequent KIT modifications in anaplastic thyroid carcinoma. Tumors with low KIT expression exhibited enhanced immune infiltration and significant correlation with immune checkpoint genes, including PDCD1LG2 and PDCD1 (P < .05). This study identifies KIT as a key GMRG in THCA, positioning it as a novel diagnostic biomarker and a potential therapeutic evaluation marker for tumor progression.",bioinformatics
"The aim of this study was to investigate the causal relationship between various autoimmune diseases (AIDs) and temporomandibular joint disorders (TMD) using Mendelian randomized (MR) analysis. Using publicly accessible statistics from genome-wide association studies (GWAS) statistics, we conducted a 2-sample MR analysis to examine the relationship between 5 prevalent AIDs and TMD, including rheumatoid arthritis (RA), multiple sclerosis (MS), ankylosing spondylitis (AS), and systemic lupus erythematosus (SLE) and psoriasis. The inverse variance weighted (IVW) was chosen as the main analysis method. The impacts of heterogeneity and pleiotropy were evaluated to validate the results. Finally, we verify the results using the bioinformatics method. Our MR analysis found RA (inverse variance weighted odds ratio (OR) = 1.087, 95% confidence interval (CI) = 1.027-1.151, P = .004) and MS (OR = 1.081; 95% CI: 1.029-1.135, P = .002) and AS (OR = 1.355; 95% CI: 1.037-1.772, P = .026) may increase the risk of TMD. Additionally, a reverse causal connection was found between TMD and RA (OR = 1.099; 95% CI: 1.006-1.200, P = .027). In addition, bioinformatics analysis revealed common DEGs between RA and TMD, highlighting shared molecular mechanisms that may underlie their association. The results of this study offer compelling evidence that some AIDs, including RA, MS, and AS, increase the likelihood of developing TMD. These results offer fresh perspectives on the fundamental etiological mechanisms of TMD and function as a guide for future clinical interventions aimed at AIDs patients, including early screening and TMD prevention.",bioinformatics
"Atherosclerosis (AS) is a growing vascular disease linked to plaque buildup, causing blood flow issues. Current diagnosis relies on symptoms and imaging, which are limited for early detection and plaque biology assessment. Treatments focus on symptoms but don't address root causes, leading to complications. This study aims to find new diagnostic markers and therapies using bioinformatics and machine learning. Data from gene expression omnibus datasets (GSE28829 for gene expression, GSE159677 for single-cell analysis) were analyzed via WGCNA to identify gene modules, Limma for differentially expressed genes, and gene ontology/KEGG for pathway enrichment. Protein-Protein Interaction networks, machine learning (least absolute shrinkage and selection operator, Random Forest, artificial neural network), immune infiltration (CIBERSORT), and single-cell RNA-seq were used. A nomogram model was built, and candidate drugs (e.g., simvastatin) were tested via molecular docking. Key modules (turquoise) and 238 differentially expressed genes linked to immune processes. Four biomarkers (toll like receptor 2, CCR1, interferon regulatory factor 8, CCL4) showed high diagnostic accuracy (AUC > 0.8). Immune analysis revealed altered macrophage/T cell profiles, with biomarkers correlating to monocyte/macrophage activity. The nomogram model was robust, and simvastatin docked strongly to target proteins. toll like receptor 2, CCR1, interferon regulatory factor 8, and CCL4 are novel AS biomarkers linked to immune pathways. The nomogram aids risk prediction, and simvastatin shows potential as a targeted therapy. Findings advance AS understanding and offer tools for early diagnosis and personalized treatment.",bioinformatics
"Pancreatic adenocarcinoma (PAAD) ranks as a leading global cause of cancer-related mortality. Current standard treatments, including surgery, radiotherapy, and chemotherapy, offer limited survival advantages to patients. Immunotherapy, which has achieved remarkable success in prolonging overall survival (OS) in lung cancer patients, has yet to reach its full potential in PAAD. Only a subset of patients responded to immunotherapy, highlighting the urgent need to identify reliable immunotherapy biomarkers for better patient selection. To unearth immune prognosis-associated genes in PAAD, we harnessed R software and the TIMER database to retrieve raw data from The Cancer Genome Atlas and Gene Expression Omnibus. The expression patterns of target genes were comprehensively analyzed across The Cancer Genome Atlas and Gene Expression Omnibus datasets. R software and the TISIDB database were utilized for Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes enrichment analyses. Additionally, correlations with tumor immune profiles were explored. Through this systematic screening, we identified AHNAK Nucleoprotein 2 (AHNAK2) as a promising immune prognosis-related gene. AHNAK2 exhibits significant differential expression between PAAD and normal tissues, positioning it as a valuable biomarker for PAAD diagnosis and prognosis assessment. Enrichment analysis reveals that differential genes related to AHNAK2 are predominantly involved in epidermis development, keratinization, intermediate filament organization, and epithelial cell differentiation. Notably, AHNAK2 expression positively correlates with the infiltration levels of memory B cells (r = 0.17, P < .05), regulatory T cells (Tregs) (r = 0.21, P < .001), and macrophages (r = 0.35, P < .001). Drug susceptibility analysis further demonstrates that AHNAK2 confers significant resistance to bafetinib (r = -0.38, P < .05) and curcumin (r = -0.55, P < .05). Our study provides compelling evidence of a robust association between AHNAK2, the prognosis of PAAD, and the tumor immune microenvironment. The findings underscore the potential of AHNAK2 to serve as a valuable biomarker for immunotherapy in PAAD. This discovery paves the way for the development of more tailored and efficacious treatment approaches, offering new prospects for improving patient outcomes and advancing the field of PAAD management.",bioinformatics
"This study aims to investigate the potential roles and mechanisms of palmitoylation-related key enzymes in atrial fibrillation (AF). AF gene expression data were obtained from the Gene Expression Omnibus database, and differentially expressed genes were screened. Thirty palmitoylation-related enzymes were selected, and differentially expressed palmitoylation-related genes (DPRGs) were further screened. Random Forest, Support Vector Machine-Recursive Feature Elimination, and Least Absolute Shrinkage and Selection Operator regression were used to screen DPRGs, and the intersection was taken as key palmitoylation-related genes (KPRGs). Their diagnostic performance was evaluated. Gene set enrichment analysis and gene set variation analysis were utilized to analyze the correlation between KPRGs and pathways, as well as their correlation with immune cells. Ten DPRGs were screened from the dataset (6 upregulated, 4 downregulated). Three algorithms yielded 6 KPRGs. Receiver operating characteristic curve analysis showed that the combined area under the curve value of the 6 KPRGs was 0.827, indicating good diagnostic performance. Gene set enrichment analysis revealed that KPRGs were related to pathways such as extracellular matrix-receptor interaction, while gene set variation analysis showed positive and negative correlations with multiple pathways. Immune cell infiltration analysis demonstrated significant differences in the infiltration of 5 immune cell types in AF myocardial tissue, which were correlated with KPRGs expression. This study, for the first time, used bioinformatics techniques to screen and identify 6 key palmitoylation enzymes closely related to AF. These genes exhibit good diagnostic performance and are significantly correlated with multiple pathways and immune cell infiltration, providing clues for the study of AF mechanisms and the identification of therapeutic targets.",bioinformatics
"Sarcopenic obesity, the coexistence of excess adiposity with loss of muscle mass and function, is becoming increasingly prevalent. The condition is linked to higher morbidity and mortality but its diagnosis remains limited by reliance on body composition methods that are costly, inaccessible, and/or involve radiation exposure. Recent advances in bioinformatics, data analytics, and digital health technologies create opportunities for scalable, precise approaches to detection. This narrative review synthesizes current evidence from the published literature on online medical libraries (Pubmed, Medline, Scopus, Google Scholar) until September 2025 on multi-omics, digital phenotyping and eHealth research, highlighting how these tools can refine risk stratification and extend diagnostic reach beyond traditional methods. We describe the potential utility of wearable sensor technologies, and smartphone-based body composition methods, as well as genomics, proteomics, transcriptomics and metabolomics. Such approaches, alone or in combination, may enable earlier identification of sarcopenic obesity, including in individuals who are not routinely prioritized for screening. We conclude that integrating biological and digital data offers promise for advancing precision diagnostics in sarcopenic obesity, enabling more tailored prevention and intervention strategies while ultimately reducing healthcare burden. Further research is required to determine the feasibility, clinical utility and scalability of such innovations before their widespread implementation.",bioinformatics
"Ferroptosis has emerged as a promising therapeutic vulnerability of diverse malignancies, yet the regulatory circuits adopted by each in cholangiocarcinoma (CCA) subtypes remain incompletely understood. We integrated the genome-wide CRISPR-Cas9 loss-of-function screens and transcriptomic profiles of the Cancer Dependency Map and then systematically assessed the essentiality of ferroptosis suppressor genes (FSGs) in the intrahepatic (iCCA) and extrahepatic (eCCA) subtypes. Nineteen and 16 essential FSGs were identified in iCCA and eCCA, respectively, among which GPX4 exhibited a significantly higher dependency in iCCA. Pharmacological inhibition of GPX4 with RSL3 markedly reduced cell viability and induced lipid peroxidation in iCCA cell lines, whereas eCCA cell lines displayed pronounced resistance associated with elevated GPX4 expression. A transcriptomic comparison revealed enrichment of WNT signaling in eCCA. Co-treatment with the tankyrase inhibitor XAV-939 and RSL3 enhanced growth inhibition of eCCA cells, indicating that WNT signaling contributed to ferroptosis resistance. These findings indicate that iCCA exhibits a preferential dependency on GPX4, whereas WNT-β-catenin signaling mediates resistance in eCCA. Collectively, the results clarify the molecular basis of subtype-specific ferroptosis vulnerability and offer a rationale for combinatorial therapeutic strategies that integrate GPX4 and WNT pathway inhibition when treating refractory eCCA.",bioinformatics
"Aging is a progressive functional decline driven by complex genetic, epigenetic, environmental, and stochastic interactions that traditional linear models struggle to capture. Using human single-cell RNA-seq data from the multi-tissue AgeAnno dataset, we fine-tuned scGPT, a large transcriptomic model, to predict chronological age groups, achieving high classification accuracy. To identify genes influencing age predictions, we systematically perturbed individual genes in silico and quantified their effects, classifying them as pro- or anti-aging candidates. Our results demonstrate that scGPT does capture age-related dependencies in single-cell data and can be utilized to discover novel candidate gene perturbations-potential targets to be validated as anti-aging interventions.",bioinformatics
"High-grade serous ovarian carcinoma is the most common and aggressive form of ovarian cancer, accounting for over 60% of cases and nearly 75% of deaths, mainly due to late diagnosis and tumor aggressiveness. Standard treatment is platinum-based chemotherapy with paclitaxel, but relapse is frequent. This study aimed to identify prognostic biomarkers for patients with poor survival outcomes after Taxol treatment using bioinformatics analysis. We examined the effects of",bioinformatics
"Esophageal cancer (EC) is a highly lethal malignancy often diagnosed at advanced stages due to the lack of effective early diagnostic markers. This study aimed to identify molecular markers and construct a diagnostic model for early-stage esophageal cancer using bioinformatics approaches. Using bioinformatics, we screened three GEO datasets, locating 506 differentially expressed genes crucial to cancer progression. Our results connect ECM-receptor interaction and cytoskeleton reorganization pathways to EC. Two core gene modules came up during the protein-protein interaction analysis. From the 22 hub genes singled out,",bioinformatics
"Lung cancer remains a major cause of cancer-related death, highlighting the need for new molecular targets and novel therapeutics. Matrix metalloproteinases are key regulators of invasion and microenvironment remodeling, and among them, matrix metalloproteinase-12 (MMP12) is a particularly attractive candidate whose network-level effects in cancer are still poorly defined. Herein, we applied an integrative strategy that combines bioinformatics methods with experimental validation in non-small cell lung cancer (NSCLC) cells. Protein-protein interaction (PPI) and pathway analyses of MMP12-regulated genes identified 113 downstream targets enriched in the extracellular matrix, PI3K-AKT, and immune pathways, from which an eight-gene panel (MMP12, CD44, ADAM9, NFKBIA, PSME3, SPARCL1, CCL15, and APOA1) was prioritized as a biomarker signature. Guided by these predictions, we screened a 31-compound MMP12 inhibitor library and selected five leads (",bioinformatics
"Sucrose metabolism plays a crucial role in plant responses to abiotic stresses such as drought and high temperatures, significantly influencing plant growth and yield formation. In higher plants, the second step in sucrose bioconversion involves sucrose phosphate phosphatase (SPP) hydrolyzing sucrose-6-phosphate to form sucrose. This study determined the number of The This study identified four members of the The",bioinformatics
"Mammary gland traits (milk quality and lactation performance) are economically critical for Raw transcriptomic data (77 A total of 13,138 high-quality genes were retained, including 6148 DEGs, 4698 WGCNA core module genes, and 500 SHAP-high-contribution genes, yielding 178 core genes that were significantly enriched in the ""translation"" ( These findings indicate that",bioinformatics
"A promoter is an important non-coding DNA sequence, as it can regulate gene expression. Its abnormalities are closely associated with various diseases, such as coronary heart disease, diabetes, and tumors. Therefore, promoter identification is highly significant. Due to the insufficient nonlinear feature extraction and insufficient capture of sequence context relationships, existing single promoter identification models have a lower classification performance. To overcome these shortcomings, this paper proposed a new model called iPro2L-Kresidual. iPro2L-Kresidual integrated a residual structure with a KAN network to design a novel Kresidual module. The Kresidual module significantly enhanced the nonlinear expression capability of sequence features by using B-spline functions and residual networks. Additionally, to fully capture the sequence context relationship, iPro2L-Kresidual improved a Transformer encoder module by replacing the linear processing method with gated recurrent units, so then it can extract both local and global context features of a sequence. Furthermore, iPro2L-Kresidual designed a regularized label smoothing cross-entropy loss function to ensure training stability and prevent the model from becoming overly confident. Experimental results on 5-fold cross-validation showed that the accuracy of promoter identification and promoter strength identification, respectively, was 94.28% and 90.55%. Moreover, on an independent dataset, the prediction accuracy reached 93.13%, further demonstrating the model's strong generalization ability. This provides a novel and effective predictive model for promoter site prediction.",bioinformatics
"Complex cases of retinoblastoma (RB) often require integrative molecular approaches to define tumor etiology and guide clinical management. Our aim was to evaluate the usefulness of combining aqueous humor (AH)/plasma cell-free DNA next-generation sequencing (cfDNA-NGS) and long-read-whole-genome sequencing (LR-WGS) to resolve diagnostically challenging RB cases. We report the case of a 3-year-old Caucasian girl, conceived by heterologous assisted reproductive technology (ART), presenting with unilateral, widely infiltrative RB in the right eye. She exhibited limited verbal communication, a glabellar angioma extending to the nasal bridge and philtrum, and mild hypertelorism. Standard blood testing revealed no pathogenic SNVs, CNVs, or methylation abnormalities in the This experience tells us that a combined approach with TSO500 Illumina NGS on cfDNA, along with LR-WGS, is able to help solve complex cases and define the appropriate treatment and surveillance strategy.",bioinformatics
"Flavor quality fundamentally influences the market value of bivalves, yet the molecular basis of interspecific umami variation remains poorly understood, hindering flavor-directed breeding. This study compared umami compounds and related gene expression across six economically important bivalve species from Southeast China:",bioinformatics
"The ATP-binding cassette (ABC) transporter family is one of the oldest conserved protein families and is widely present in animal and plant cells. However, few studies have investigated the role of ABC in the forest musk deer (FMD;",bioinformatics
"Huanghuai sheep, a newly developed meat-specialized breed in China, are valued for their rapid growth and high meat quality, but the optimal slaughter age and the molecular basis of these traits remain poorly understood. Gaining insight into these mechanisms is vital for improving production efficiency and guiding molecular breeding in this economically important breed. Although previous studies have described the phenotypic characteristics of Huanghuai sheep, the genetic regulatory networks controlling muscle growth and meat quality at different developmental stages remain unclear. No thorough analysis of growth traits and transcriptomic variations across key age points has been conducted. Therefore, in this study, we aimed to evaluate how growth stage influences muscle development, carcass characteristics, and meat quality in Huanghuai sheep by integrating phenotypic characterization with transcriptomic profiling to identify key genes and molecular pathways underlying these economically important traits throughout development. Sixty Huanghuai sheep were assigned to three groups (twenty per group) representing key developmental stages (3, 9, and 18 months of age). Carcass traits and meat quality were evaluated. RNA sequencing of the",bioinformatics
"Long non-coding RNAs (lncRNAs) are known to play regulatory roles in various biological processes, including muscle growth and development. However, their specific roles in the myogenesis of cashmere goats have not been well understood. To address this gap, our study aimed to explore the transcriptomic features of lncRNAs during muscle formation in cashmere goats and identify key lncRNAs involved in this process. We utilized RNA-seq technology to profile lncRNAs at four distinct stages of longissimus dorsi muscle development in cashmere goats: 120 days of fetal age, 1 month, 3 months, and 10 months. Our analysis detected a total of 3480 lncRNAs, including 1141 novel ones. Through a bioinformatics analysis and experimental validation, we focused on a novel lncRNA, designated MSTRG.5182.1, which appears to have significant regulatory functions in cashmere goat myogenesis. We found that downregulating MSTRG.5182.1 inhibits myocyte proliferation and promotes myocyte differentiation. Moreover, knocking down MSTRG.5182.1 affects muscle growth and development by modulating the chi-miR-424-5p/",bioinformatics
"The widespread use of antibiotics in livestock farming has led to the persistent issue of antibiotic residues in meat products, raising significant concerns for food safety and public health. These residues can contribute to the emergence and spread of antimicrobial resistance (AMR), a growing global health threat recognized by the World Health Organization. While some regulatory bodies have imposed restrictions on non-therapeutic antibiotic use in animal agriculture, inconsistent global policies continue to hinder unified efforts to reduce AMR risks. This review explores the role of biotechnology in addressing this challenge by offering innovative tools for the detection, degradation, and removal of antibiotic residues from meat. Biotechnological approaches include the use of biosensors, high-throughput screening, enzymatic degradation, microbial bioremediation, genetically engineered bacteria, phage therapy, and phytoremediation. In addition, enabling technologies such as genomics, metagenomics, bioinformatics, and computational modeling support the rational design of targeted interventions. We further examine the integration of these biotechnological strategies within the broader ""One Health"" framework, which emphasizes the interconnectedness of human, animal, and environmental health. Case studies and recent applications demonstrate the potential of these methods to ensure safer meat production, reduce public health risks, and enhance consumer trust. By focusing on scalable, science-driven solutions, biotechnology offers a promising path toward mitigating antibiotic residues in the food supply and combating the long-term threat of AMR.",bioinformatics
"Glutamine synthetase (GS; EC 6.3.1.2) is a key enzyme for primary assimilation and re-assimilation of ammonium in higher plants. Although several GS gene families have been reported for several cereal crops, systematic studies for barley (",bioinformatics
Epigenetic DNA modification is a key component of the defense system against invading nucleic acids such as transposons. TET/JBP dioxygenases oxidize 5-methylcytosine and lead to its replacement by cytosine in mammals. Expansion of,bioinformatics
"Deoxynivalenol (DON, commonly known as vomitoxin) is one of the most prevalent mycotoxins contaminating feed in China, posing a serious threat to the health of piglets. Beyond intestinal damage, the liver is a key target organ for the systemic toxicity of DON, but its hepatotoxic molecular mechanisms, particularly the changes at the proteome level, remain unclear. To investigate the protein regulatory network of DON-induced liver injury in piglets, this study systematically analyzed differential expression in the liver proteome using quantitative proteomic techniques. Proteomic analysis identified 5851 proteins in total, among which 88 were differentially expressed proteins (DEPs), including 39 upregulated and 49 downregulated proteins. Bioinformatics analysis revealed that these DEPs were significantly enriched in pathways such as DNA damage repair, RNA metabolism, ribosome biogenesis, and cysteine metabolism. Suppressed expression of key proteins like Replication Factor C Subunit 4 (RFC4) and Exosome Component 9 (EXOSC9) indicated that DON exposure severely disrupted the maintenance of genomic stability and RNA processing capacity in hepatocytes. Conversely, the activation of Nucleic Acid Binding Protein 1 (NABP1) might represent a compensatory DNA protection response. Furthermore, the upregulation of Lactate Dehydrogenase B (LDHB) suggested that DON might influence epigenetic modifications by regulating lactate metabolism. This study reveals, for the first time from a proteomic perspective, a novel mechanism by which DON induces hepatotoxicity in piglets by disrupting DNA repair and RNA metabolic homeostasis, providing an important theoretical basis and data support for elucidating the toxicological effects of DON and improving feed biosafety control strategies.",bioinformatics
"AP2/ERF (APETALA2/ethylene-responsive factor) is one of the largest plant transcription factor families, characterized by 1-2 AP2/ERF domains (≈60-70 amino acids) that regulate plant development and biotic/abiotic stress responses. This study presents the first genome-wide identification and characterization of the AP2/ERF family in the selenium (Se) hyperaccumulator",bioinformatics
"The skin of vertebrates serves as a crucial interface with the external environment. In fish, it performs various functions, mainly offering protection against pathogens through the action of specialized cells. Cyclostomes, such as hagfish, lack scales and rely heavily on mucus for defense. These jawless vertebrates possess specialized glands that produce a unique mucous exudate when threatened, forming a thick slime that can clog the gills of predators. This substance, composed of mucus and filamentous proteins, offers hagfish a distinct evolutionary advantage and may explain their survival among extinct agnates. These proteins are produced in the cytoplasm of epidermal thread cells, which are unique to hagfish and contain coiled, intermediate filaments. Despite extensive research on thread cell morphology, their roles remain poorly understood. This study investigates the putative defense function of epidermal thread cells in three hagfish species,",bioinformatics
