Abstract,Label
"To establish the first AI-based, population-specific reference standards for brain structural volumes in healthy Chinese children and adolescents, and to elucidate unique developmental trajectories that may differ from existing Western norms. In this cross-sectional study, 1,100 healthy participants aged 6-18 years were enrolled. T1-weighted images were acquired using a 3.0T MRI scanner, and regional brain volumes were quantified using an AI-based automated segmentation tool. Multiple comparisons were corrected using the false discovery rate (FDR) method. Differences in brain volume by sex, age, and hemisphere, as well as correlations with age, were analyzed. After controlling for age, males exhibited larger total intracranial volume ( This study is the first to establish reference values for brain volume in healthy Chinese children and adolescents aged 6-18 years using AI-based automated segmentation. It reveals sex- and age-related differences in brain structural development, thereby providing a valuable quantitative reference for future research on brain development deviations. These population-specific standards may provide a theoretical foundation for improving diagnostic accuracy in Chinese children, though their actual utility in reducing misclassification requires future empirical validation.",neuroscience
"This study aimed to analyze the potential mediating influence of primary emotional systems and rumination on the relationship between resilience and perceived stress. A sample of 503 undergraduate students completed a selfreport battery including the Perceived Stress Scale (PSS), the Brief Resilience Scale (BRS), the Ruminative Responses Scale&ndash;Brief Form (RRS-BF), and the Affective Neuroscience Personality Scale (ANPS). Common method bias was assessed and found not to be a significant concern. Hypothesized relationships and indirect effects were tested using path analysis and mediation analysis (bootstrapping), with model fit assessed via CFI, TLI, RMSEA, and BIC indices. The final model, controlling for gender and age, demonstrated good fit (&chi;&sup2;/df = 2.91, RMSEA = 0.068, TLI = 0.963, CFI = 0.998). Resilience was negatively associated with the FEAR, SADNESS, and ANGER systems, brooding, and perceived stress (all p&lt;0.001). FEAR and SADNESS were positively associated with brooding and perceived stress. Brooding was positively associated with perceived stress. Bootstrap analyses confirmed significant indirect effects of resilience on perceived stress through FEAR, SADNESS, ANGER, and brooding (&beta;= -0.253, p = 0.011). Resilience capacity may influence stress evaluation through its relationship with primary emotional systems and rumination. These findings suggest that interactions between subcortical emotional mechanisms and cortical processes play a role in stress perception. Further research should investigate negative primary emotional systems as potential neuromodulation targets in stress processing Keywords: Affective.",neuroscience
"Phineas P. Gage's 1848 brain injury is a seminal case in the history of neuroscience, yet its nineteenth-century media coverage has remained largely unexplored. We adopted a novel methodological approach, systematically screening newly digitized newspaper archives (Newspapers.com",neuroscience
"Although computational models have deepened our understanding of neuroscience, it is still highly challenging to link actual low-level physiological activity (spiking, field potentials) and biochemistry (transmitters and receptors) directly with high-level cognitive abilities (decision-making, working memory) and associated disorders. Here, we introduce a mechanistically accurate multi-scale model directly generating simulated physiology from which extended neural and cognitive phenomena emerge. The model produces spiking, fields, phase synchronies, and synaptic change, directly generating working memory, decisions, and categorization. These were then validated on extensive experimental macaque data from which the model received no prior training of any kind. Moreover, the simulation uncovered a previously unknown neural code (""incongruent neurons"") that specifically predicts upcoming erroneous behaviors, also subsequently confirmed in empirical data. The biomimetic model thus directly and predictively links decision and reinforcement signals, of computational interest, with spiking and field codes, of neurobiological importance.",neuroscience
"Complete spinal cord injury (SCI) leads to irreversible neurological damage due to failed neural repair, with no effective therapies currently available. Here, we present a protocol to induce severe contusive-compressive SCI at thoracic T11 level in mouse using the NYU-MASCIS II impactor. We describe steps for performing laminectomy, inducing the injury, and validating it through functional and histological analysis. This protocol replicates key aspects of human secondary injury, making it valuable for preclinical testing of SCI therapies.",neuroscience
"Understanding changes in gene expression and cell-cell signaling among spatial regions in diseased tissues adds critical biological information to understanding mechanisms. Here, we present a protocol to investigate molecular transcriptional drivers within intact murine tissue using 10× Genomics Visium spatial transcriptomics and 10× Genomics FLEX single-cell RNA sequencing (scRNA-seq) data. We describe steps for collecting mouse brain tissue from multiple ages, processing samples, and mounting the tissue. We then detail procedures for staining, FLEX tissue section collection, fixation, dissociation, and cell storage. For complete details on the use and execution of this protocol, please refer to Burns et al.",neuroscience
"Spatial analysis of cells and their microenvironment within tissues enhances our understanding of biological processes. Ideally, a broad range of biomolecules should be analyzed in large 3D tissue specimens at subcellular resolution. Here, we present a protocol to identify and extract target sections from previously cleared tissues. We describe steps for combining 3D light sheet imaging and subsequent 3D-guided deep cell phenotyping via multi-cyclic 2D microscopy.",neuroscience
"The neural crest (NC) is a transient embryonic structure composed of highly migratory multipotent stem cells that generate diverse cell types and orchestrate early neurovascular patterning. It has long been assumed that NC cells are exhausted after development once their progeny fully differentiate. However, through NC lineage tracing, single-cell and spatial transcriptomics, interactome modeling, and in vivo imaging, we identified a population of NC-derived multipotent (not lineage-restricted) cells persisting within the adult mouse leptomeninges. Following ischemic stroke, loss- and gain-of-function analyses revealed that these cells are reactivated and recruited toward injured vascular endothelium via SDF1α-CXCR4 signaling; undergo stromal cell transition within the perivascular niche, regulated by β-catenin and STAT3 pathways; and restore vascular integrity through pleiotrophin-mediated signaling. These findings suggest that the adult leptomeninges harbor a vestigial reservoir of NC-derived multipotent cells-once central to embryogenesis and vasculogenesis-that can be re-invoked to promote neurovascular repair after cerebral injury.",neuroscience
"Climate denial is often misunderstood as ignorance, but evidence from neuroscience reveals it as identity protection. This perspective integrates insights from the neuroscience of belief, emotion, and decision-making into climate communication, arguing that resistance to climate action reflects how people process information, not how much they know. Scientific messages that conflict with people's values or group identities often provoke reinterpretation or rejection of the facts. Climate change is also a uniquely abstract and psychologically distant threat and fear-based appeals often backfire unless paired with agency and clear solutions. More effective communication must be participatory, emotionally intelligent, and grounded in trust, aligning with audience values and reducing psychological threat. Approaches built on empathy, local context, and collaboration can make climate communication not only more persuasive but also transformative.",neuroscience
"Accurate classification of neuronal cell types is essential for understanding brain organization, but multimodal neuron datasets are scarce and strongly imbalanced across subclasses. We present a benchmark of synthetic data augmentation methods for predicting electrophysiology-defined neuronal classes (e-types) in the Allen Cell Types mouse visual cortex dataset. Two supervised tasks were evaluated over the same 17 e-type labels: prediction from electrophysiology features alone (E→e-type) and prediction from combined morphology plus electrophysiology features (M + E→e-type). We established real-data baselines across multiple classifier families under a unified preprocessing pipeline, then augmented only the training sets using matched per-class grids with Synthetic Minority Over-sampling Technique (SMOTE) and deep generative models: Variational Autoencoders (VAE), Generative Adversarial Networks (GAN), masked autoregressive normalizing flows, and Denoising Diffusion Probabilistic Models (DDPM). Augmentation produced substantial generalization gains when applied in the native high-dimensional feature space, whereas introducing dimensionality reduction largely suppressed these benefits. SMOTE delivered the most robust and consistent improvements across tasks and augmentation levels. To assess biological realism, we introduced a fidelity framework combining feature-wise distribution comparisons, statistical concordance tests, and distance-based measures that compare synthetic-to-real variability against the natural variability between real classes. Most synthetic datasets stayed within biological diversity bounds, with deviations concentrated in the rarest subclasses. These results provide practical guidance on selecting and validating synthetic augmentation for neuronal subtype classification.",neuroscience
"The autonomic nervous system (ANS) plays a crucial role in maintaining homeostasis, and its dysfunction is linked to numerous clinical conditions, including chronic pain. Neuromodulatory interventions such as transcutaneous auricular vagus nerve stimulation (taVNS), transcutaneous cervical magnetic stimulation (tCMS), and intermittent theta burst stimulation (iTBS) have been investigated for their potential to modulate autonomic responses and pain perception. However, the efficacy and safety of these techniques remain unclear. This study aimed to evaluate the feasibility and safety of a single session of neuromodulatory stimulation in modulating autonomic function and pain processing in healthy individuals. A double-blind, randomized, crossover clinical trial was conducted with 22 healthy participants, each undergoing four intervention sessions (taVNS, tCMS, iTBS, and Sham-taVNS) in randomized order, with a washout period of at least 36 h between sessions. Heart rate variability (HRV) and conditioned pain modulation (CPM) were assessed pre- and post-intervention using a Polar H10 cardiac sensor and a digital pressure algometer. Adverse effects were recorded immediately after each session. No statistically significant differences were observed in HRV or CPM outcomes across active stimulation conditions when compared to Sham. Among the techniques evaluated, tCMS presented the most favorable safety profile, with fewer reported adverse effects relative to iTBS and taVNS. The absence of significant modulation effects suggests that a single session may be insufficient to induce detectable changes in autonomic or pain processing. However, the tolerability and safety of tCMS indicate its potential for future research involving repeated sessions and clinical populations.",neuroscience
"Ketamine is a unique anesthetic agent that induces dissociative anesthesia, characterized by perceptual detachment, analgesia, and altered states of consciousness. Beyond its widespread use in anesthesia, subhypnotic ketamine dosing has emerged as a rapid-acting antidepressant and a valuable model for probing the neural mechanisms underlying consciousness and neuropsychiatric disorders. At the core of its effects are actions on cortical circuits, primarily through NMDA receptor and HCN1 channel antagonism, disinhibition of pyramidal neurons, and altered thalamocortical connectivity. This review brings together emerging findings from ketamine pharmacology, cell type-resolved and region-specific in vivo imaging, and systems neuroscience to define how ketamine alters cortical circuit dynamics to drive dissociation. We further explore the intriguing possibility that ketamine freely diffuses into and concentrates within intracellular compartments and, in doing so, modulates neuronal excitability, intracellular signaling, and an epigenetic state, even following a single dose. A deeper mechanistic understanding of these cortical and cellular processes will not only advance our knowledge of ketamine's complex pharmacology but may also inform new therapeutic strategies for treatment-resistant depression and facilitate the study of diverse states of consciousness.",neuroscience
"Many complex motor skills follow probabilistic rules that determine which movement transitions are efficient, stylistically appropriate, and contextually purposeful. However, research on sensorimotor sequence learning has largely focused on deterministic sequences or basic probabilistic regularities, overlooking the acquisition of broader rule-based sequence structures. In contrast, fields such as psycholinguistics emphasize learning entire probabilistic rule systems. This difference in focus limits comparability of results from sequence learning tasks across scientific disciplines and thus interpretations about domain-general and domain-specific mechanisms of probabilistic sequence learning. This article highlights how motor control research can expand its focus to the learning of global probabilistic rulesets by integrating sequence generation algorithms and post-acquisition generalization tests from psycholinguistics. First, we compare sequence construction and learning assessment strategies in both fields, demonstrating how algorithms from artificial grammar experiments and generalization assessments can be adapted to motor sequence learning. Second, we propose a practical framework for experimental designs in motor control that distinguishes between local statistical features and global probabilistic systems. We outline key methodological considerations for sequence construction, acquisition, and retrieval testing and want to foster more systematic and comprehensive investigations into probabilistic sensorimotor sequence learning.",neuroscience
"Chronic pain is one of the crucial medical problems worldwide. Recent advancements in neuroscience have highlighted the pivotal role of Mu (μ)-opioid receptors (MOR) and D1-like dopamine receptors (D1Rs) in modulating pain-related behaviors within the dorsal CA1 (dCA1) region of the hippocampus. This study investigated the hypothesis that MOR-D1R interactions in the dCA1 modulate inflammatory pain-related behaviors. A total of 159 adult male Wistar rats received unilateral microinjections of either drug solutions or vehicles. Separate groups were administered varying doses of the D1R agonist SKF38393 (3, 6, 12, and 24 mmol/0.5 μl) into the dCA1. In subsequent experiments, the D1R antagonist (SCH23390; 1.5, 3, 6, 12, or 24 mmol/0.5 μl) was microinjected into the dCA1 area of the hippocampus before injection of an effective dose of SKF38393 (12 mmol/0.5 μl) and morphine (10 mmol/0.5 μl). Finally, rats received the MOR antagonist naloxone (5, 15, and 45 mmol/0.5 μl) before SKF38393 (12 mmol/0.5 μl). Persistent inflammatory pain was assessed using the formalin test (50 µl of 2.5 % formalin) injected subcutaneously into the hind paw. Findings showed that administering SKF38393 into the dCA1 significantly reduced nociceptive responses. However, SCH23390 attenuated the antinociceptive effects of both SKF38393 and morphine. Similarly, naloxone significantly diminished SKF38393-induced pain relief. Results suggest that opioidergic and dopaminergic systems in the dCA1 interact to modulate pain relief. Cross-talk between D1Rs and MOR systems produces augmented analgesic effects, providing new insights for pain management research.",neuroscience
"Mentha haplocalyx Briq. (Mentha) is recorded in the Pharmacopoeia of the People's Republic of China. It has the effect of relieving pain. Its main active component, Didymin, exhibits a variety of pharmacological activities, yet its mechanism of action in neuropathic pain remains not fully clarified. This study focuses on elucidating the analgesic efficacy of Didymin and delineating its underlying molecular pathways. Network pharmacology and molecular docking were used to identify potential targets of Didymin in neuropathic pain. The analgesic effects were assessed in rats with chronic constriction injury (CCI) following Didymin treatment. Transcriptomic profiling (RNA-seq), in vitro microglial experiments, and pharmacological inhibition using Locostatin (an RKIP inhibitor) were performed to elucidate mechanistic pathways. Didymin significantly alleviated mechanical allodynia in CCI rats and upregulated mitophagy-related proteins (LC3, TOM20). It decreased NLRP3, ASC, GSDMD, and phosphorylated NF-κB levels, while enhancing RKIP expression. Molecular docking and dynamics confirmed stable binding between Didymin and RKIP. The protective effects were abolished by Locostatin, confirming RKIP dependence. Didymin ameliorates neuropathic pain by promoting RKIP expression and suppressing NF-κB/NLRP3-mediated pyroptosis and neuroinflammation. These findings bridge traditional Chinese medicine with molecular neuroscience, supporting Didymin as a promising candidate for pain management.",neuroscience
"Schizophrenia unfolds through a dynamic course in which perceptual instability, aberrant salience, negative symptoms, and cognitive impairment emerge and interact over time. Existing models have not fully explained how acute disturbances in perceptual inference develop into persistent dysfunction across large-scale neural systems. Here, we advance the Hyperlearning Hypothesis, a mechanistic account proposing that schizophrenia arises from a two-stage disruption in neural learning. First, NMDA/GABA abnormalities impair the precision of prediction-error signaling, leading to unstable perceptual inferences. Second, excessive hippocampal ripple activity drives maladaptive overlearning, which reinforces and stabilizes inaccurate internal models. This cascade links acute perceptual instability to long-term network disorganization and the emergence of chronic negative and cognitive symptoms. Importantly, this framework highlights how aberrant learning signals-rather than static structural deficits-shape the evolution of psychopathology over time. Electrophysiological evidence supports this framework, as individuals with schizophrenia exhibit elevated ripple frequency and power, delayed ripple-initiated network transitions, and reduced clustering and local efficiency within beta-band cortical networks. Together, these abnormalities suggest a progressive disintegration of large-scale templates that normally support stable cognitive function. By integrating computational psychiatry, electrophysiology, and network neuroscience, the Hyperlearning Hypothesis offers a coherent mechanistic account of schizophrenia's evolution and outlines potential avenues for clarifying how learning-related and network-level processes contribute to illness progression.",neuroscience
"Physical intelligence refers to the capacity of living systems to sense, interpret, and respond adaptively to internal and external signals through integrated biochemical, bioelectrical, and biophysical processes. This conceptual review examines points of convergence between contemporary biophysical research, including biofield science, biophotonics, and systems neuroscience, and classical Persian Medicine (PM), particularly the framework of Tabi'at-e Modabbereh (the intelligent, governing nature), Arwah (spirits), Quwa (faculties), and Af'al (actions). Rather than equating traditional constructs with scientific entities, this paper identifies analogical parallels that may support new hypotheses on whole-system regulation. A critical appraisal of emerging evidence regarding energetic dysregulation and early disease patterns is included. The review concludes with specific, testable research questions aimed at advancing integrative biophysical-Persian Medicine models.",neuroscience
"Network theory is a well-established approach for characterizing brain functional networks in neuroscience. However, the brain's higher-order structures, which arise from complex, non-pairwise interactions among regions, often elude traditional graph-based approaches. While recent studies have introduced hypergraph-based methods to capture these complexities, many still depend on pairwise approximations or simplified geometric constructs such as incidence matrices, which may fail to represent authentic higher-order relationships. To address this limitation, we present a novel community detection framework for analyzing higher-order functional connectivity using real-world resting-state fMRI data. Our approach integrates multivariate information-theoretic measures with tools from hypergraph signal processing (an emerging mathematical framework tailored to model the dynamics of complex systems through higher-order interactions) enabling the identification of neurobiologically interpretable structures in the brain. Through a comparative analysis of (hyper-)graph clustering models, we uncover brain communities that remain (mostly) elusive to conventional graph-based approaches. Intriguingly, certain hypergraph modes reveal cross-network integrative patterns across distinct functional subsystems, in line with the redundancy-synergy balance that characterizes large-scale brain organization. These findings provide new insights into the architecture of higher-order functional connectivity and open promising avenues for clinical applications, particularly in studying brain disorders marked by disrupted complex connectivity patterns.",neuroscience
"Healthcare professionals routinely manage pain, medicine's most common complaint, yet receive critically inadequate pain education, often less than 1 % of curriculum hours, despite pain being present in up to 80 % of clinical consultations. Current pain education programs claim to employ evidence-based approaches. Yet, they operate within a fundamental validation crisis: we cannot validate what constitutes effective practitioner competency because we lack evidence that improved practitioner knowledge translates into better patient outcomes. This paper addresses the validation crisis manifesting across three levels: we don't know which competencies practitioners need, whether our teaching methods develop these competencies, or if practitioner competency matters for patient recovery. We examine how commercial Pain Neuroscience Education programs problematically blur the distinction between practitioner and patient education while masking validation gaps through circular reasoning. The paper presents four foundational competencies that prioritize intellectual honesty over false certainty: understanding pain terminology, integrating contemporary neuroscience, critical appraisal with epistemic humility, and distinguishing between treating pain mechanisms and supporting individuals experiencing pain. This framework challenges all healthcare professionals managing pain to abandon unfounded evidence-based claims and embrace radical honesty about uncertainty. For disciplines whose interventions have historically emphasized biomechanical models, including physical therapists, chiropractors, osteopaths, and orthopedic surgeons, this means moving beyond those theories to understand contemporary pain science while clearly communicating scope limitations. The approach enables practitioners to recognize intervention limitations, identify referral needs, set realistic expectations, and avoid nocebo effects from outdated explanations, ultimately serving patients through scientific integrity rather than false promises.",neuroscience
"Since Penfield's era, invasive neurophysiology has laid a lasting foundation for functional neuroscience by elucidating brain regions necessary for speech. Yet, whole-brain studies have not distinguished the millisecond-scale dynamics and specific white matter pathways that support rapid naming in the auditory and visual domains. We developed a whole-brain dynamic causal tractography atlas of speech using intracranial neurophysiologic data. This observational study analyzed intracranial EEG during naming tasks in patients with drug-resistant focal epilepsy who underwent epilepsy surgery at Detroit Medical Center, MI. Task-related cortical high-gamma modulations were quantified, and functional coactivation was defined as sustained high-gamma augmentation occurring simultaneously in cortical regions directly connected by a white matter tract. We examined high-gamma modulations and functional coactivation associated with rapid and delayed auditory and picture naming responses. Electrical stimulation tested the causal significance of these dynamics. A total of 125 patients (5-49 years; 61 female patients) were included. The atlas revealed white matter coactivation intensity patterns at specific 5-millisecond time windows that best aligned with sensorimotor and language symptoms elicited by electrical stimulation. Rapid auditory naming was associated with deactivation of the right rostral middle frontal gyrus and increased coactivation along the left arcuate fasciculus, linked to stimulation-induced receptive and expressive aphasia. By contrast, delayed auditory naming correlated with a late surge in bifrontal coactivation. Rapid picture naming involved early coactivation between cortices connected through the bilateral inferior longitudinal fasciculi-associated with stimulation-induced visual distortions-coinciding with transient co-deactivation of the Broca area. Left-handedness and left-hemispheric epileptogenicity were associated with reduced left-hemispheric dominant high-gamma augmentation in specific regions. These findings delineate dissociable white matter-mediated mechanisms, supporting rapid naming in auditory and visual domains. Reduced inhibitory monitoring by the right dorsolateral prefrontal cortex may facilitate efficient lexical retrieval through left perisylvian pathways during auditory naming, whereas excessive bifrontal interaction may underlie delayed auditory naming. Rapid visual object recognition seems to rely on early occipito-temporal coactivation with minimal Broca area involvement. The resulting atlas provides a resource for trainees studying the network dynamics underlying speech and for presurgical language mapping in patients undergoing cortical or subcortical interventions.",neuroscience
"Retinal ganglion cells (RGCs) transmit visual information from the eye to the brain. In mice, several RGC types show nonuniform spatial distributions, potentially mediating specific visual functions. However, the full extent of RGC specialization remains unknown. Here, we used en-face cryosectioning, spatial transcriptomics, and machine learning to map the spatial distribution of all RGC types identified in previous single-cell studies. While two-thirds of RGC types were evenly distributed, others showed strong biases toward ventral or dorso-temporal regions associated with sky vision and the area retinae temporalis (ART), the predicted homolog of the area centralis. Additionally, we observed unexpected spatial variation in gene expression within several types along the dorso-ventral axis or within vs. outside the ART, independent of RGC density profiles. Finally, we found limited correlations between the gene profiles of the ART and the primate macula, suggesting divergent specialization between the mouse and primate central vision.",neuroscience
"Modern connectomics enables large-scale, comparative network neuroscience across individuals, species, development, and evolution. The field now regularly produces extensive maps of neural connectivity exceeding hundreds of millions of synapses in continuous volumes. When connectomes are deposited in central archives such as BossDB with standardized metadata, researchers can pose previously intractable questions about neuronal networks. Here, we present step-by-step protocols for connectome dataset discovery and access, scalable graph construction and analysis, and reproducible comparative connectomics using BossDB, Motif Studio, DotMotif, Neuroglancer, neuPrint, and Python-based workflows. These protocols target bench neuroscientists and computational biologists and emphasize replicability, cloud-friendly options, and publication-quality visualization. © 2025 Wiley Periodicals LLC. Basic Protocol 1: Discovering connectome datasets and computing summary statistics with BossDB and Motif Studio Basic Protocol 2: Writing queries with DotMotif Basic Protocol 3: Querying known network motifs locally with DotMotif Support Protocol 1: Provisioning ad hoc graph databases for large-scale graph analysis Support Protocol 2: Querying structures and systems in the cloud with neuPrint Basic Protocol 4: Viewing anatomical motif features with BossDB and Neuroglancer.",neuroscience
"This article summarizes the mechanism of the analgesic effect of electroacupuncture (EA) on BCP by analyzing the progress of animal experimental research on the treatment of bone cancer pain (BCP). As a kind of chronic specific pain that both overlaps and incompletely coincides with inflammatory pain and neuropathic pain, BCP is mostly clinically treated with opioids such as morphine as the first-line analgesic for BCP, but the long-term application is prone to a series of unavoidable side-effects, such as tolerance, dependence, as well as cognitive impairment, nausea, constipation, and nephrotoxicity. Therefore, there is an urgent need to seek safer and more effective treatment measures. As a safe, reliable and consistently efficacious analgesic, EA produces analgesic effects in inflammatory pain, neuropathic pain and BCP. EA not only attenuates the nociceptive sensitization of BCP by modulating the release of nociception-related neurotransmitters and receptors in the nervous system, but also exerts analgesic effects on BCP by modulating the expression of inflammatory factors in the immune system, inhibiting glial cell activation, and T cell proliferation. At present, EA research on the analgesic mechanism of BCP has made some progress, but there are still problems that need to be solved, such as the lack of standardization of acupoints and parameters, weak clinical validation, a single research model, and limitations in the perspective of analgesic mechanism research. It is suggested that future studies should be based on databases such as AcuEBase v1.0 to develop standardized EA acupoint combinations and frequency parameters to provide a scientific basis for EA standardization. At the same time, the sample size should be expanded and the experimental design should be improved in order to promote the transformation of animal experiments into clinical applications. In addition, it should be expanded to more types of cancer bone metastasis pain models to verify the consistency of the analgesic effect of EA in different BCP models. Future studies could also explore the multi-target synergistic analgesic effects of EA from a microbial-immune axis perspective with the help of tools such as MicrobeTCM. And optimize the treatment plan of BCP through EA combined with drug therapy. It is believed that with the progress of science and technology as well as the continuous exploration of human beings, the complex mechanism of BCP will be overcome by human beings eventually.",neuroscience
"Optogenetic stimulation of peripheral motor nerves is a promising technique for modulating neural activity via illumination of light-sensitive ion channels known as opsins. Stimulating muscle activity through this method offers many advantages, such as a physiological recruitment order of motor units, reduced fatigue, and target-specific stimulation, which make it a favorable option for use in many neuroscience and motor rehabilitation applications. To enable such optical stimulation, opsin expression in peripheral nerves can be achieved either with transgenic animal models or through injection of viral vectors. In this protocol, we describe a method for driving peripheral nerve opsin expression via intramuscular adeno-associated virus (AAV) injection with the goal of enhancing virus uptake by targeting injections to neuromuscular junctions with electrical stimulation. We also describe procedures for non-invasively assessing functional opsin expression over time with transdermal optical stimulation of opsin-labeled nerves and electromyography (EMG) recordings. The presence of time-locked EMG spikes 4-8 ms after each stimulation pulse demonstrates that functional opsin expression is present at a given assessment time point. Onset of functional optical sensitivity generally occurs 2-4 weeks following virus injection, and sensitivity generally peaks or plateaus between 6-10 weeks. Stimulation sequences such as light intensity, stimulation pulse width, and frequency sweeps provide further information on functional opsin expression at the testing timepoint. The methods presented here can be used for driving functional opsin expression with a standard AAV6 vector commonly used in similar experiments or as a protocol for assessing peripheral nerve opsin expression with novel viral vectors. Key features • Uses electrical stimulation to guide needle placement during intramuscular viral injection. • Drives robust and muscle-specific opsin expression in peripheral motor neurons. • Describes transdermal optical stimulation sequences with varying stimulation light intensity, pulse width, and frequency for longitudinal assessment of opsin expression. • Adaptable for use with multiple viral vectors and target muscles.",neuroscience
"Drug cue reactivity (DCR) is the most widely applied fMRI task in addiction neuroscience, yet its translational potential remains limited by unresolved methodological and clinical heterogeneity. In this systematic review and activation likelihood estimation (ALE) meta-analysis of 92 fMRI studies comprising 3647 participants, we examined how design-related factors (fMRI design, control condition valence, stimulus matching) and clinical factors (treatment compliance, drug use severity, common substance classes) shape neural DCR. Beyond identifying the core DCR pattern and its meta-analytic connectivity profiles, we conducted contrast analyses and penalised logistic regression to test whether these factors predicted regional replicability. Our results revealed that both design-related and clinical factors exert systematic modulatory influences. Default-mode network (DMN) regions dominated the core DCR pattern, yet anterior DMN contributions declined with increasing drug use severity. Conversely, amygdala involvement was more frequently observed in severe drug use and in substance classes other than alcohol and nicotine. Treatment-compliant samples showed heightened DCR in superior parietal regions. Importantly, temporo-occipital and fusiform activations were consistently linked to insufficiently matched task designs, revealing that the literature is densely interspersed with visual confounds. Taken together, these findings demonstrate that heterogeneity in task design and clinical characteristics systematically shapes neural DCR. They also illustrate the promise of extending beyond prevailing conditioning accounts toward models that emphasise context, motivation, and value-based encoding. We propose that advancing the translational utility of DCR will depend on rigorous task validation and design, consistent reporting standards, and theoretical frameworks expansive enough to embrace the multifaceted processes reflected in DCR.",neuroscience
"Self-diagnosis-the capacity of a system to detect and correct its own failures-is a defining property of adaptive systems. In the brain, recursive self-monitoring underlies perception, action, and cognition, but it is also fragile: small imbalances between priors and prediction errors can destabilize entire networks. Similar recursive instabilities are observed in immune collapse during sepsis and in failure modes of artificial intelligence (AI). Here, we advance a unified framework of causal models and network instability, integrating predictive coding, computational psychiatry, network neuroscience, immunology, and AI. We analyze Parkinson's disease and sepsis as full case studies, and schizophrenia and bipolar disorder as psychiatric parallels. Across these conditions, recursive failures manifest as rigid priors, amplified errors, or oscillatory attractors. Across neurological, psychiatric, and immune systems, recursive instability emerges when imbalances between prior precision and prediction-error precision destabilize feedback loops, leading to rigid, noise-amplified, or oscillatory dynamics. By framing Parkinson's disease, sepsis, schizophrenia, and bipolar disorder within a shared instability space, the proposed framework links predictive coding with network-level dynamics across biological domains. Clinically, this perspective motivates the development of state-dependent biomarkers and closed-loop interventions-such as adaptive neuromodulation and bioelectronic control-designed to stabilize recursive feedback rather than relying on static, open-loop therapies. Recognizing recursive instability as a transdiagnostic principle highlights shared vulnerabilities across brains, immune systems, and artificial agents, and points toward AI-augmented, causal, and adaptive interventions that integrate computational insight with clinical practice.",neuroscience
"TRPV1, a member of the transient receptor potential vanilloid subfamily, mediates nociception and thermoregulation. TRPV1-targeting analgesics frequently induce hyperthermia, underscoring the need for structural insights to guide the development of safer compounds. Here, we determined the structures of rat TRPV1 bound to the clinical candidate analgesics AMG517, AMG9810, and SB366791. AMG517 and AMG9810 are deeply situated within the S3-S4 interface of the vanilloid pocket, where they interact with residues from the S3-S6 helices, as well as the S4-S5 linker. These interactions induce local deformations in the TRP-box and lower S6 helix, accompanied by a modest rotation of the S1-S4 bundle, leading to partial dilation of the lower gate. The distinct allosteric changes of AMG517 and AMG9810, compared with the non-hyperthermic ligand SB366791, suggest a structural basis by which TRPV1-targeting analgesics influence thermoregulation and provide insights for designing safer analogs.",neuroscience
"The spinal cord projection neurons (SPNs) convey diverse modalities of somatosensory information from the spinal cord to the brain, but their molecular and cellular heterogeneity and organization remain largely unknown. Using retrograde labeling and single-cell transcriptomic analysis, we identified 15 SPN subtypes in the mouse cervical spinal cord, including a group of previously unknown GABAergic SPN subtypes, and we found distinct lamina preferences in soma distribution. Brain-wide mapping of SPN projections revealed distinct subtype-dependent projection patterns. The existence of GABAergic SPNs was further demonstrated by single-neuron projectome analysis and electrophysiological recording of inhibitory spinal inputs at target brain areas. Using gene set-based classification, we identified coherent expression of functional gene modules across SPN subtypes, supporting their transcriptional distinction and functional specialization. Finally, distinct SPN subtypes were shown to be differentially involved in pain and itch processing. These results provide a framework for deciphering molecular and cellular mechanisms underlying somatosensory processing.",neuroscience
"Persistent spiking activity and activity-silent mechanisms have been proposed as neural correlates of working memory. To determine their relative contribution, we recorded neural activity from the lateral prefrontal and posterior parietal cortex of two male macaques using high-density microelectrode probes. We found that, when averaged across all neurons, persistent delay activity was observable throughout the duration of single trials in populations of prefrontal neurons with silent periods that did not deviate significantly from chance. However, temporal fluctuations in activity-dependent mnemonic information were present and weakly correlated between the prefrontal and posterior parietal cortices, suggesting at least partial, long-distance synchronization of off states. The decoding accuracy of neurons recorded simultaneously was also reduced relative to pseudo-populations constructed by splicing different trials together. Our results support an asynchronous state of working memory, maintained by the distributed activity patterns, which is subject to widely distributed fluctuations in information representation fidelity.",neuroscience
Animals captured by predators can still survive the attack by struggling to release themselves. We investigated how,neuroscience
"Defensive behaviors such as freezing and escaping are crucial for survival, involving the complex integration of sensory and motor circuits. While instinctive, the ability to discern threat and adapt responsiveness is acquired through life experience, shaped by sensory maturation and emotional state. Disrupting these processes by sensory deprivation or chronic stress can induce disproportionate reactions, underscoring the need for a comprehensive understanding of age and sex-specific variations in defensive responses and adaptation. Here, we employed behavioral testing and immunohistochemistry to analyze visually evoked defensive responses and synaptic and glial development in the superficial superior colliculus (sSC) and dorsal periaqueductal gray (dPAG). Our findings demonstrate distinct age and sex-dependent behavioral profiles that are correlated with synaptic and glial changes in these brain regions. This study provides critical insights into the establishment and adaptation of visual threat responses and underlying circuits, laying the groundwork for future investigations into the cellular mechanisms governing defensive behaviors.",neuroscience
