Abstract,Label
"Soil arsenic (As) contamination presents serious threats to ecosystems and human health, necessitating the development of accurate and efficient monitoring techniques. This study introduces a novel multi-source data fusion approach to enhance the hyperspectral inversion of soil arsenic concentrations by integrating dimensionality-reduced spectral data with soil components significantly correlated with arsenic (e.g., Cd, Cr, Cu, Ni, Pb, Zn, S, and total Fe",environmental science
"Materials featuring integrated nanostructures and components exhibit promising multifunctional properties, making them well-suited for cutting-edge applications. Herein, we employed post- and pre-doping strategies to introduce Fe(III) ions into polydopamine (PDA) nanospheres for the construction of asymmetric yolk@shell structured Fe-doped PDA or carbon@mesoporous silica composite particles. The pre-doping strategy yielded PDA with a maximum Fe(III) content of 8.6%, far exceeding the 0.96% achieved by the post-loading approach. The variations in Fe(III) content influenced the core-to-cavity volume ratio of Fe-doped PDA@mesoporous silica composites, with higher Fe(III) levels corresponding to lower surface roughness of the shell layer. In the photothermal tests, under 808 nm near-infrared (NIR) irradiation at a power density of 1 W cm",environmental science
"Artificial intelligence (AI) is gaining momentum in earth sciences as a tool to analyze complex natural hazards and their impacts. Such analyses are critical for effective Early Warning Systems (EWSs), which is aiming to generate timely and actionable risk information to protect sectors, systems, and people. Despite advancements in AI, its role in EWS remains underexplored across the four pillars of the Early Warning for All (EW4All) framework; risk knowledge, forecasting, warning dissemination and communication and response preparedness. This study draws on a systematic literature review to assess AI methods utilized in the context of EWS, examines their challenges and opportunities and discusses guiding questions for responsible use. Our study highlights key gaps across knowledge, application and policy. Moreover, we call for coordinated efforts to develop responsible AI frameworks that enhance EWS while ensuring they remain inclusive, accessible, and people-centred that ultimately supports the goal of EW4All by 2027.",environmental science
"Water at interfaces exhibits unique properties that differ markedly from those of bulk water. In particular, a myriad of water-interface-related enhanced reactivities including on-water catalysis and microdroplet chemistry have been documented since the 1980s but remain mechanistically unclear. This review focuses on recent advances in optical spectroscopy and imaging techniques-including fluorescence imaging, vibrational Stark spectroscopy, electrochromism, sum-frequency generation, and high-resolution Raman micro-spectroscopy-that have successfully enabled the detection of interfacial electric fields at different hydrophobic water interfaces (air, liquid and solid). We summarize how both probe-based and label-free optical spectroscopic techniques can consistently quantify the on-water electric field strengths to be on the order of tens of MV cm",environmental science
"Determining solubilities of organic molecules is critical in various fields such as pharmaceuticals, agrochemicals, and environmental science. Knowing how a solute will dissolve in different solvents and at different temperatures is essential for drug formulation, synthesis, purification, and crystallization. Hard-to-estimate solubility limits currently hinder the design of new processes, making innovation more expensive. We propose a fast and general method for predicting the solubilities of neutral organic molecules in a wide range of solvents and temperatures. Our method uses a thermodynamic fusion cycle to combine machine learning predictions of the activity coefficient, fusion enthalpy, and melting point temperature. This method was tested on a combined data set with more than 100,000 experimental solubility values, showing better or comparable performance to competing methods on many solubility benchmarks even at elevated temperatures. We also introduce reference ensembling to leverage all available experimental solubilities for a given solute in estimating its solubility in a different solvent. Reference ensembling is also shown to enhance the robustness of models trained directly on solubility data.",environmental science
"Few studies have examined the impact of heat on individuals with rheumatic conditions. The elderly and economically and socially marginalized groups are disproportionately affected by heat and rheumatic diseases. We need to understand the interplay between individual, social, and environmental risk factors to prepare communities and individuals with rheumatic conditions for rising temperatures. This requires novel methodologies, using national and regional environmental data, partnerships with local environmental agencies, and statistical methods that account for nuances specific to heat and interactions with air quality. Community engagement, education, and advocacy are key to mitigate the growing health impact of rising temperatures.",environmental science
"In the Anthropocene epoch, opportunities for nature connectedness are diminishing, raising concerns for both individual well-being and the nurturing of environmental mindfulness in upcoming generations. The prevailing discussion emphasizes the urgency of strengthening our connection with nature, but this viewpoint still largely treats nature as a resource for human benefit. We believe that this human-centered perspective needs re-evaluation, and that a major shift of our understanding of the earth's ecosystems and our role in it may be necessary. In this study we bring together the latest environmental science assessments on planetary health with eco-critical research and the field of design. We explore how non-technological and technological interventions can facilitate a reconnection with nature. With the ambition to not only evoke emotional resonance with nature, but to also use this as a starting point for collective reflections and joint co-creation of a more sustainable future, we endeavor into a transformative approach. As a first step, we carried out two explorative reflection workshops with different stakeholders: one in a rural setting and one in an urban one, using transformative experiences (disruptive eco-visualizations) as interventions with the intent to evoke an emotional response amongst the workshop participants. This emotional response was used as a starting point for reflections on our current and potential future role as humans in the eco-system. The results show that the participants in the first workshop achieved a reconnection with nature, but some also showed signs of biophobia. In the second workshop, the young participants showed a very cynical view of the future of humanity through the use of art and sense of humor. These results point to the fact that it is more urgent than ever to find ways to reconnect people with nature, especially young adults, to counter the effects of eco-anxiety.",environmental science
"Aqueous solutions are crucial in chemistry, biology, environmental science, and technology. The chemistry of solutes is influenced by the surrounding solvation shell of water molecules, which have different chemical properties than bulk water due to their different electronic and geometric structure. It is experimentally challenging to selectively investigate this property-determining electronic and geometric structure. Here, we report experimental results on the non-local X-ray emission process Intermolecular Radiative Decay, for the prototypical ions Na",environmental science
"Microplastics (MPs) serve as habitats and vectors for microalgae-termed epimicroplastic microalgae (EMP-MA). This study analyzed the community structure and diversity of EMP-MA in three bays of Fujian Province, and compared them with planktonic microalgae (PM) communities. Results showed both EMP-MA and PM communities mainly comprised diatoms and dinoflagellates, but differed significantly. Specifically, the relative abundance of benthic microalgae in EMP-MA communities was significantly higher than that in PM communities, with all dominant species of EMP-MA communities being benthic species. These results meant that MPs primarily provide habitats for benthic microalgae and may expand their spatial distribution. In addition, environmental variables exerted weaker influences on EMP-MA than on PM, which might be attributed to the buffering effects of biofilm. This study holds significance for deepening the understanding of the vertical distribution dynamics of marine microalgae and the effects of MPs on marine biological processes.",environmental science
"In this article, we investigate which personality dimensions provide a common psychological basis for environmental measures and socio-moral orientations (e.g., feeling connected to others, perceiving the environmental problem as moral). In a cross-sectional study (",environmental science
"Tosylate (PEDOT:Tos), a conducting polymer, has emerged as a versatile material, yet its potential for gas sensing remains unexplored. This study presents the first investigation of pristine PEDOT:Tos as a chemiresistive gas sensor for detecting methanol (MeOH), at room temperature. We demonstrate that pristine PEDOT:Tos can detect methanol down to 5 ppm. Furthermore, we examine the influence of a simple urea surface treatment, which significantly enhances the sensor's performance. The urea-modified sensor exhibits an ∼3.7 times increase in response to 100 ppm MeOH (from ∼6 to ∼22% relative resistance change) and achieves a calculated limit of detection of 1.19 ppm. While the treatment improves response magnitude, it also increases the response and recovery times to 17 min and 8 h, respectively, suggesting strong analyte interaction suitable for cumulative sensing applications, such as long-term environmental or agricultural monitoring. Complementary density functional theory calculations confirm a charge transfer mechanism underpinning the sensing response. This work establishes PEDOT:Tos as a promising and easily modifiable material for room-temperature gas sensing, paving the way for new applications in industrial safety and environmental science. Furthermore, the demonstrated ease of surface modification offers a pathway for tuning electrical properties, enabling broader applicability.",environmental science
"Real-time monitoring of hypochlorous acid (HClO) remains challenging due to its high reactivity, facile decomposition, and potent oxidizing nature. Herein, a near-infrared (NIR) ratiometric fluorescent probe (PICH), designed for the specific and rapid detection of HClO, is reported. PICH achieves NIR emission by extending its π-conjugation through the strategic incorporation of olefinic double bonds as molecular linkers. Crucially, the double bond serves a dual purpose, acting as the specific recognition site for HClO and enabling the PICH's degradation mechanism. Upon reaction with HClO, PICH undergoes degradation, which disrupts its extended conjugation. This results in a significant hypsochromic shift in both excitation and emission spectra, effectively moving the signal out of the NIR range. This unique response enables PICH to achieve instantaneous (< 7 s), ratiometric detection of HClO with a remarkably low detection of limit of 44.2 nM. PICH exhibits outstanding selectivity for HClO over a wide range of competing reactive oxygen species. Consequently, PICH enables precise, transient monitoring of HClO dynamics in complex biological and environmental settings. It successfully tracks both endogenous and exogenous HClO fluctuations in live cell imaging. Furthermore, integrated with a smartphone-based platform, PICH facilitates real-time quantitative measurement of HClO levels in environmental samples. This work presents a rationally designed ratiometric NIR probe for the precise, instantaneous, and selective detection of HClO, offering a powerful tool for real-time HClO monitoring across diverse applications from cellular biology to environmental science.",environmental science
"Large Language Models (LLMs) have shown strong performance across natural language processing tasks, yet their general-purpose embeddings often fall short in domains with specialized terminology and complex syntax, such as hydrology and environmental science. This study introduces HydroEmbed, a suite of open-source sentence embedding models fine-tuned for four QA formats: multiple-choice (MCQ), true/false (TF), fill-in-the-blank (FITB), and open-ended questions. Models were trained on the HydroLLM Benchmark, a domain-aligned dataset combining textbook and scientific article content. Fine-tuning strategies included MultipleNegativesRankingLoss, CosineSimilarityLoss, and TripletLoss, selected to match each task's semantic structure. Evaluation was conducted on a held-out set of 400 textbook-derived QA pairs, using top-k similarity-based context retrieval and GPT-4o-mini for answer generation. Results show that the fine-tuned models match or exceed performance of strong proprietary and open-source baselines, particularly in FITB and open-ended tasks, where domain alignment significantly improves semantic precision. The MCQ/TF model also achieved competitive accuracy. These findings highlight the value of task- and domain-specific embedding models for building robust retrieval-augmented generation (RAG) pipelines and intelligent QA systems in scientific domains. This work represents a foundational step toward HydroLLM, a domain-specialized language model ecosystem for environmental sciences.",environmental science
"Site selection is a complex, multicriteria process and a key if poorly understood contributor to the success of new scientific facilities. Typical site selection factors include the budget, sustainability, accessibility, utility and infrastructure costs, and environmental factors, e.g., air quality. Ideally, site selection should also reflect the organizational imperatives that drive the construction of new facilities in higher education, such as stimulating cross-disciplinary scientific collaboration. Traditional site selection is ill-equipped to account for the complex configurational effects of the built environment on cross-disciplinary scientific collaboration. Systems approaches, like network analysis, enable the simultaneous examination of a system (e.g., built environment) and its parts. This paper reports on a novel application of network analysis to examine the potential for site selection for cross-disciplinary collaboration for the Plant and Environmental Science Building (PESB) at Michigan State University (MSU). The network analysis of the two potential PESB sites, A and B, helped to identify which of the two sites is better configured to foster connections within PESB's future research community. The results indicate site A's paths are less deep on average and have more connections between other pairs of paths. Site A's network is also more cohesive and less fragmented. Site A is thus better configured to support potential encounters and has a higher spatial legibility which correlates with better cognitive maps for individuals. These findings are all positively associated with collaboration. The study illustrates that network analysis can enable site selection that accounts for key organizational imperatives like cross-disciplinary collaboration.",environmental science
"In 2023, the world's oceans experienced record-high temperatures, particularly devastating Caribbean reefs. We use drone-derived imagery from before, during, and after the heatwave to quantify the spatial extent of bleaching and mortality of the primary reef-builder,",environmental science
"This research introduces a new two-parameter distribution (NTPD). The probability density function of the NTPD exhibits distinctive characteristics, making it a valuable tool for modelling various real-world phenomena. Several key statistical properties of the distribution, including the mode, reliability function, hazard function, moments, moment generating function, Rényi entropy, fuzzy reliability, stochastic ordering, and quantile function, are derived explicitly. The model parameters are estimated using sixteen classical methods, and their performance is assessed through a comprehensive simulation study. Applications to datasets with complex behaviors, such as high skewness and peakedness, from environmental science, biomedical science, and reliability engineering demonstrate that the NTPD provides a superior fit compared to several established distributions, including the Lindley, XLindley, modified Lindley, sine Lindley, and exponentiated inverse Rayleigh distributions.",environmental science
"Ecological niche represents the range of available resources or adaptable habitat environments and is highly relevant to species distribution, community composition, ecosystem functioning, and biodiversity conservation strategies. Despite the importance of niche's concept and application in ecology and environmental science, there is a lack of research on the mechanisms by which generalists with broad niches and specialists with narrow niches control tree diversity. Furthermore, there is need for studies that quantify the niches of species using various environmental variables for estimating different facets of diversity on a wide spatial scale. We used vegetation data from Korean national forest inventory for a total of 3262 plots of natural forests, including 715, 1607 and 940 plots of conifer, broadleaved, and 940 mixed stands, respectively. Using the averaging approach of multimodel inference, assessing the importance of each variable for impacting three facets of tree diversity such as species, phylogenetic and functional diversity, and piecewise structural equation modeling was used for evaluate the direct and indirect control mechanisms of abiotic and tree niche characteristics on three facets of tree diversity. The results showed that in all forest types, abiotic drivers affect taxonomic, phylogenetic and functional diversity of tree communities through similar contributions and pathways. Niche characteristics had a greater impact on three diversity facets than abiotic drivers. Moreover, among the three diversity facets niche characteristics had a greater impact on species diversity. Our results provide insights into the importance and potential utility of niche characteristics in estimating different facets of biodiversity indices. Based on the results of this study, the sustainable management strategies of forest ecosystems including enhancement of biodiversity and restoration to make health ecosystem need to be organized around niche types (e.g., generalists, specialists) and breadth of species according to environmental conditions and forest types.",environmental science
"Phytogenic synthesis of nanoparticles with plant extracts offers a novel approach to nanotechnology and provides prospects for their applications in medicine, agriculture, or environmental science. However, their antifungal activities have been least explored hitherto. The CuNPs were synthesized using bioactive molecules present in Eucalyptus globulus L. leaf extract, and their antifungal activity against selected Fusarium species was tested. Copper nanoparticles (CuNPs) were synthesized by mixing plant leaf extract and CuSO Analysis of SEM affirmed the shape of CuNPs as square and triangular with a particle size of 13-88 nm. EDX analysis revealed a high level of purity, emphasizing the presence of Copper (Cu), Oxygen (O), and Carbon (C) atoms. FTIR spectroscopy revealed significant phytochemical bands, highlighting the nanoparticle's capacity to diminish Cu ions, which encompass polyphenols (3738.05 cm The synthesized CuNPs can be an effective environmentally friendly method currently available for fungicides. This study suggests the search for effective innovative NPs synthesis and their application in addressing various urgent problems of agriculture and environmental management.",environmental science
"Single-molecule localization microscopy generates point clouds corresponding to fluorophore localizations. Spatial cluster identification and analysis of these point clouds are crucial for extracting insights about molecular organization. However, this task becomes challenging in the presence of localization noise, high point density, or complex biological structures. Here, we introduce MIRO (Multifunctional Integration through Relational Optimization), an algorithm that uses recurrent graph neural networks to transform the point clouds in order to improve clustering efficiency when applying conventional clustering techniques. We show that MIRO supports simultaneous processing of clusters of different shapes and at multiple scales, demonstrating improved performance across varied datasets. Our comprehensive evaluation demonstrates MIRO's transformative potential for single-molecule localization applications, showcasing its capability to revolutionize cluster analysis and provide accurate, reliable details of molecular architecture. In addition, MIRO's robust clustering capabilities hold promise for applications in various fields such as neuroscience, for the analysis of neural connectivity patterns, and environmental science, for studying spatial distributions of ecological data.",environmental science
"Moringa oleifera seed, establishing as a valuable bioresource due to its multifaceted role in promoting environmental sustainability, human health, and animal well-being. The present review aims to explore the role of Moringa oleifera seed as a catalyst in promoting sustainable integrated approaches and enhancing community engagement within the frame of One Health. Though Moringa oleifera seed has shown its benefits in various fields such as pharmacy, environmental science, veterinary, and life sciences, there exist significant gaps in the comprehensive study regarding its applications to the environmental, human, and animal health sectors, specifically within the community-led interventions. From an environmental perspective, seeds aid in carbon sequestration enhance soil health, and water treatment. They also inhibit biofilm formation and microplastic removal from water bodies. Moringa oleifera seed given as defatted seed meal as feed in cattle and poultry improved growth, immune function, and ruminant gut health. From a human health perspective, they act as hepatoprotective, anticancer, antidiabetic, and antihypertensive. Therefore, integrating Moringa oleifera seed into the local community could enhance public health and economic benefits. This review concludes the need for standardization of protocols for Moringa oleifera seed-based interventions and the necessity for greater involvement of the community in encouraging initiatives like using seed-based formulations for water treatment. Further research concerning its multifaceted role, investment in scalable methods of cultivation, and developing a partnership among researchers, policymakers, and local communities to enable the benefit of Moringa oleifera seed to reach One Health harmony at the community level are recommended.",environmental science
"Anthropogenic ammonia emissions primarily originate from agriculture, especially field fertilization. These emissions represent nitrogen loss for farmers and contribute to air pollution, posing risks to human health and the environment. Estimating ammonia emissions is crucial for national inventories and policy-making. Various models exist for predicting emissions, including mechanistic, empirical, and semi-empirical approaches. While machine learning (ML) is widely used in environmental science, its application to ammonia emissions remains limited. In this study, we used 5939 ammonia emission data from 538 trials, extracted from the ALFAM2 database, to train three machine learning methods - random forest, gradient boosting, and lasso - for predicting cumulative ammonia emissions 72 h after manure application. These methods were compared to the semi-empirical ALFAM2 model using an independent test dataset. Random forest (RMSE = 4.51, r = 0.94, MAE = 3.28, Bias = 0.92) and gradient boosting (RMSE = 6.19, r = 0.89, MAE = 4.10, Bias = 0.51) showed the best performance, while the lasso log-linear model (RMSE = 7.30, r = 0.84, MAE = 5.57, Bias = -1.38) performed worst. Both random forest and gradient boosting outperformed the semi-empirical ALFAM2 model, which showed performance comparable to the lasso model. We then used these models and the ALFAM2 model to compare five slurry management techniques, varying in application method (trailing hoses, trailing shoes, and open slot) and post-application incorporation, across 128 scenarios with different manure types and weather conditions. Compared to broadcast application, alternative techniques reduced emissions by a median of -13.6 % to -61.7 %. This study highlights the promise of ML models in assessing ammonia emission reduction methods, while emphasizing the importance of evaluating model sensitivity to algorithm choice.",environmental science
"Ion-selective electrodes (ISEs) are pivotal tools for real-time, non-destructive monitoring of ionic dynamics in living plants, addressing key challenges in agriculture, plant physiology, and environmental science. This review presents recent advancements in ISE-based in vivo detection technologies, with an emphasis on sensor architectures tailored for plant tissues, including screen-printed planar electrodes, flexible electrodes, microneedle electrodes, and microfluidic devices. These systems enable precise in situ quantification of essential ions and trace elements, providing valuable insights into fundamental physiological processes such as nutrient uptake, stress responses, and signal transduction. Building on current ISE fabrication techniques, the review is aimed at developing a more cohesive theoretical framework for their application in plant systems. Future directions focus on synergistic integration of wearable plant sensors to build comprehensive real-time monitoring systems, which could advance understanding of plant-environment interactions and help address global food security challenges.",environmental science
"Ungrading is a pedagogical approach that, in some iterations, emphasizes formative feedback and student self-assessment over traditional point-based grading. While increasingly popular in the humanities and social sciences, ungrading remains uncommon in STEM courses, particularly those that are content-intensive. This article presents a structured example of ungrading implemented in an upper-division ecosystem ecology course through a 7-week independent research project. Students used public or previously collected ecological data to investigate a scientific question, culminating in a short-format, manuscript-style research paper and a 10 min oral presentation. The project was scaffolded with multiple checkpoints, including structured reflections, peer review, and instructor feedback. Students were invited to define personal growth goals, determine how they wished to be evaluated, and reflect on their progress throughout the project. While the rest of the course retained traditionally graded assessments, this ungraded project accounted for 40% of the final grade. Students reported high levels of engagement and ownership, with ~86% of students opting to receive both an instructor grade and self-grade, and a further ~9% of students opting to entirely self-grade, with only ~5% of students preferring a traditional grading schema. The model was particularly effective in a small, seminar-style course with students specializing in environmental science and may require adaptation for larger courses, lower-division settings, or to accommodate generative artificial intelligence usage guidelines. This case study offers a replicable framework for integrating ungrading into STEM curricula and highlights the importance of in-class support and iterative feedback when using an ungrading approach. By emphasizing student agency and identity ""as a scientist,"" this approach aligns with the goals of authentic research experiences and provides a flexible alternative to traditional grading in content-heavy STEM courses that could include independent projects.",environmental science
"Wood use is crucial for climate-change mitigation, but strategies range from increasing harvest to conserving forests. To reconcile contradictions, we conceptualize an option space that considers both social and ecological thresholds. We couple the material flow model RECC and the forest model CRAFT to quantify the option space for wood use in the global building sector and current forest areas from 2020 to 2050. We juxtapose four demand scenarios with four supply scenarios that meet material and ecosystem service thresholds, respectively. In 12 of the 16 resulting scenario combinations, supply exceeds demand. They differ in regional self-sufficiency (6-9 out of ten world regions), average primary wood availability beyond structural timber use (0.2-1.4 GtCyr",environmental science
"Primary liver cancer (PLC) ranks as the third leading cause of cancer-related mortality worldwide, posing a serious global public health burden. Hepatocellular carcinoma (HCC) is the most common subtype, accounting for approximately 75%-85% of all PLC cases. In recent years, environmental pollution has emerged as a potential risk factor for PLC. However, a systematic bibliometric analysis of global research trends in this field remains lacking. This study aims to perform a comprehensive bibliometric analysis to explore global trends in the field of environmental pollution and PLC research from 2000 to 2025. We conducted a bibliometric analysis using the Web of Science Core Collection database, covering studies published from January 2000 to March 2025. CiteSpace was used to analyze publication trends, global collaborations, and key research areas through network visualizations and co-occurrence analyses. A total of 562 publications were included in this study, with China and the United States identified as the leading contributors. Prominent institutions in this field include the National Institutes of Health (USA), National Cancer Institute (USA), and the Chinese Academy of Sciences. Among journals, Environmental Health Perspectives, Hepatology, and Cancer Research were the most frequently cited, indicating a close connection between environmental science and oncology. Keyword analysis revealed that research focuses not only on traditional pollutants such as air pollution and heavy metals, but also on emerging exposures including volatile organic compounds and drinking water contaminants. Mechanistic studies remain at the core of this field, with frequently occurring terms such as ""oxidative stress"", ""gene expression"", and ""inflammation"". Meanwhile, clinical research-related keywords like ""epidemiology"" and ""follow-up"" have become increasingly prominent in recent years, indicating a growing emphasis on population-based risk assessment. This study highlights the growing research interest in the link between environmental pollution and PLC. Cross-disciplinary collaborations between environmental science, medicine, and public health are increasingly influencing the development of this field. Future research should focus on elucidating the carcinogenic mechanisms of pollutants and enhancing translational applications in public health.",environmental science
"Air pollutants pose a growing public health concern in Puerto Rico (PR), particularly from rapid industrialization, military activities, environmental changes and natural disasters. A total of 193 pollutants, comprising the 187 hazardous air pollutants and the 6 criteria air pollutants-including particulate matter (PM), carbon monoxide (CO), volatile organic compounds (VOC), and heavy metals-coincide with rising respiratory disease rates (e.g., lung cancer) documented in national and regional health registries. This study aimed to review major air pollutants in PR, their molecular carcinogenic mechanisms (mostly focused on respiratory-related cancers), and the geographic areas impacted significantly. We conducted an extensive literature search utilizing peer-reviewed scientific articles (PubMed and Web of Science), governmental reports (EPA, WHO, State of Global Air), public health registries, (Puerto Rico Central Cancer Registry and International Agency for Research on Cancer) and local reports. Data on pollutant type, source, molecular pathways, and carcinogenic properties were extracted and synthesized. Our analysis identified ethylene oxide (EtO), polycyclic aromatic hydrocarbons, and PM from industrial sites as key pollutants. The municipalities of Salinas and Vieques, hubs of industrial activity and military exercises, respectively, emerged as critical hotspots where high concentrations of monitored pollutants (e.g., EtO, formaldehyde, 2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD) and diesel PM) are associated with a significant prevalence of cancer and respiratory diseases. These agents, known to induce genomic instability and chromosomal aberrations, were correlated with elevated local cancer incidence. Our findings underscore the urgent need for targeted public health interventions and support a multi-pronged strategy that includes: (1) enhanced regulatory oversight of EtO and other hazardous air pollutant emissions; (2) community-based biomonitoring of high-risk populations; and (3) investment in public health infrastructure and a transition to cleaner energy sources. Integrating rigorous environmental science with public health advocacy is essential to strengthen PR's cancer-control continuum and foster resilience in its most vulnerable communities.",environmental science
"Machine learning (ML) is reshaping how environmental chemicals are monitored and how their hazards are evaluated for human health. Here, we mapped this landscape by analyzing 3150 peer-reviewed articles (1985-2025) from the Web of Science Core Collection. Co-citation, co-occurrence, and temporal trend analyses in VOSviewer and R reveal an exponential publication surge from 2015, dominated by environmental science journals, with China and the United States leading in output. Eight thematic clusters emerged, centered on ML model development, water quality prediction, quantitative structure-activity applications, and per-/polyfluoroalkyl substances, with XGBoost and random forests as the most cited algorithms. A distinct risk assessment cluster indicates migration of these tools toward dose-response and regulatory applications, yet keyword frequencies show a 4:1 bias toward environmental endpoints over human health endpoints. Emerging topics include climate change, microplastics, and digital soil mapping, while lignin, arsenic, and phthalates appear as fast-growing but understudied chemicals. Our findings expose gaps in chemical coverage and health integration. We recommend expanding the substance portfolio, systematically coupling ML outputs with human health data, adopting explainable artificial intelligence workflows, and fostering international collaboration to translate ML advances into actionable chemical risk assessments.",environmental science
"Public finance alone is insufficient to meet the scale of investment required for nature protection, restoration, and sustainable management. Mobilizing private capital is therefore essential, yet most nature-related projects are perceived as unbankable. They sit at the frontier of bankability: nascent and unproven initiatives that lack historical track records, face high execution risks, and generate uncertain or delayed revenues. This misalignment is compounded by investor behavior, as most financiers demand commercial rates of return, standardized transactions, and short payback periods. Even though investors differ in their appetite for risk, nature projects rarely meet these thresholds. Through a systematic review of literature across five ecosystems and three intervention types, this review identifies persistent barriers: limited financial returns, high risk, high transaction costs, and undervaluation of nature. We note that enabling conditions such as blended finance, risk-sharing instruments, and supportive regulation exist; however, we argue that reframing risk-return dynamics is critical to unlock scalable private finance for nature.",environmental science
"The combination of climate change, growing population, and development of urbanization has exacerbated the existing water resources crisis. There is no natural resource that is more precious than water, and all aspects of human livelihoods have their foundation connected to water resources. However, many regions of the globe are experiencing critical conditions linked to extreme hydrological events, particularly floods and droughts. This study aims at exploring socio environmental benefits of floodwater utilization in a changing climate world. The results indicate that the utilization of floodwater as resources can support different socio-economic activities including agriculture irrigation, hydropower production, industry development, and providing ecological rehabilitation opportunities. Proactive integration of floodwater resources in water resources management strategies is highly encouraged. Studies on the introduction of models that optimize the utilization of floodwater resources are needed to expand existing knowledge, especially in the arid regions, rapid urbanization areas, and developing countries facing climate variability.",environmental science
"The impact of rain-on-snow (ROS) events on snow cover is a key to uncovering disaster mechanisms of ROS events, but related research is currently lacking. Therefore, we conducted a field study to investigate the effects of ROS events on snow cover during snow accumulation period. The results showed that ROS events accelerated the decrease rate of snow albedo and altered the metamorphic processes of snow layer. Additionally, ROS events were more likely to form ice layers on snow surface during snow accumulation period, and once formed, these ice layers did not melt for several days, affecting the survival of foragers and hoofed animals. Changes in snow surface also altered heat transfer processes within snow cover, affecting the energy balance of permafrost. More interestingly, ROS events reduced the decrease rate of snow depth during snow accumulation period. These findings provided scientific basis for further understanding of ROS events and their disaster mechanisms.",environmental science
"The prediction of crystalline matter dissolution kinetics is one of the main focuses in environmental science, civil engineering, chemical kinetics, synthesis, drug delivery, and other scientific and industrial fields. Our ability to predict the temporal dynamics of material fluxes is crucial for designing crystalline materials and controlling the behavior of chemical systems for various applications. The critical question is, do these dynamics have deterministic or stochastic features, or should we expect a constant, oscillatory, or completely random temporal behavior from a predefined crystalline structure? Our study is dedicated to barium sulfate (barite), which is considered one of the primary backfilling materials for nuclear waste repositories. We developed a new parametrized Kinetic Monte Carlo (kMC) model, which allows us to simulate the temporal evolution of the system. We have found that material flux oscillates quasiperiodically over time, indicating the presence of deterministic and stochastic components. This raises the question of whether it can be predicted in principle. Our observations cover the mechanistic and kinetic behavior of the Barite-water system and can be applied to studies of other solid-liquid interfaces.",environmental science
"The lived, everyday dimensions of climate change have generally been ignored in mainstream climate research, despite their ability to reveal new insights on this phenomenon. Capturing everyday lived experiences of climate change requires methodologies that go beyond traditional approaches, combining robust theoretical foundations with innovative technological solutions. This paper addresses this gap by introducing Climate Relief Maps (CRM), an innovative methodology designed to capture, analyze, and visualize everyday climate experiences through an intersectional lens. CRM integrates qualitative and quantitative techniques with digital tools and GIS technology, offering a multi-layered approach that highlights social, emotional, and spatial dimensions of climate change. By centering lived experiences, this methodology enables a deeper understanding of how intersecting social positions shape climate vulnerabilities and adaptation strategies. CRM advances the study of climate change by bridging the gap between environmental science and social inquiry, fostering new insights into the human dimensions of the climate crisis.",environmental science
"Climate change has intensified drought frequency globally, driving the need to assess its impacts on ecosystem services (ESs) for sustainability planning. This study investigated meteorological drought thresholds and ES interactions in China's Yangtze River Economic Belt. Results demonstrated that extreme droughts reduced ES provisioning capacity, with significant trade-offs between water retention and food supply (",environmental science
"Carbon dioxide capture, utilization, and storage (CCUS) is a critical technology for global climate mitigation, supporting low-carbon fossil fuel use and decarbonization in hard-to-abate sectors. However, different CCUS technologies exhibit distinct trade-offs in terms of energy consumption, resource utilization, and environmental impacts. This review systematically evaluates energy consumption patterns, resource utilization implications, and associated environmental risks of CCUS technologies across the full chain. Key findings reveal that while CCUS helps address energy security and enables negative emissions, it imposes substantial additional energy demands. Resource efficiency improvements are possible through reduced water use and enhanced land productivity, contributing to socioeconomic benefits. However, large-scale deployment introduces environmental risks, such as CO",environmental science
"Hydrogen trucks are an alternative for decarbonizing the long-haul segment. However, the environmental footprint benefits depend on how hydrogen is produced, transported, and used but also in truck characteristics. We conduct life cycle assessment to quantify the impacts per ton-km. For centralized production, we included electrolysis and steam reforming cases, with dedicated transportation pathways but also included production onsite. We evaluated fuel cells and combustion engines and included supply chain hydrogen leakages. We found that global warming potential (GWP) of different truck versions varies up to 50tCO",environmental science
